id,p_s,path,subject_id,text
647,"(['PharmacologicSubstance', 'Thyroid Therapy'], '<http://purl.bioontology.org/ontology/UATC/H03>')","['PharmacologicSubstance', 'Thyroid Therapy']",<http://purl.bioontology.org/ontology/UATC/H03>,PharmacologicSubstance Thyroid Therapy
648,"(['PharmacologicSubstance', 'Levothyroxine Sodium'], '<http://purl.bioontology.org/ontology/UATC/H03AA01>')","['PharmacologicSubstance', 'Levothyroxine Sodium']",<http://purl.bioontology.org/ontology/UATC/H03AA01>,PharmacologicSubstance Levothyroxine Sodium
649,"(['PharmacologicSubstance', 'Thiamazole'], '<http://purl.bioontology.org/ontology/UATC/H03BB02>')","['PharmacologicSubstance', 'Thiamazole']",<http://purl.bioontology.org/ontology/UATC/H03BB02>,PharmacologicSubstance Thiamazole
650,"(['PharmacologicSubstance', 'Pancreatic Hormones'], '<http://purl.bioontology.org/ontology/UATC/H04>')","['PharmacologicSubstance', 'Pancreatic Hormones']",<http://purl.bioontology.org/ontology/UATC/H04>,PharmacologicSubstance Pancreatic Hormones
651,"(['PharmacologicSubstance', 'Calcium Homeostasis'], '<http://purl.bioontology.org/ontology/UATC/H05>')","['PharmacologicSubstance', 'Calcium Homeostasis']",<http://purl.bioontology.org/ontology/UATC/H05>,PharmacologicSubstance Calcium Homeostasis
652,"(['PharmacologicSubstance', 'Antiinfectives for Systemic Use'], '<http://purl.bioontology.org/ontology/UATC/J>')","['PharmacologicSubstance', 'Antiinfectives for Systemic Use']",<http://purl.bioontology.org/ontology/UATC/J>,PharmacologicSubstance Antiinfectives for Systemic Use
653,"(['PharmacologicSubstance', 'Antibacterials for Systemic Use'], '<http://purl.bioontology.org/ontology/UATC/J01>')","['PharmacologicSubstance', 'Antibacterials for Systemic Use']",<http://purl.bioontology.org/ontology/UATC/J01>,PharmacologicSubstance Antibacterials for Systemic Use
654,"(['PharmacologicSubstance', 'Amoxicillin and Beta-Lactamase Inhibitor'], '<http://purl.bioontology.org/ontology/UATC/J01CR02>')","['PharmacologicSubstance', 'Amoxicillin and Beta-Lactamase Inhibitor']",<http://purl.bioontology.org/ontology/UATC/J01CR02>,PharmacologicSubstance Amoxicillin and Beta-Lactamase Inhibitor
655,"(['PharmacologicSubstance', 'Ceftriaxone'], '<http://purl.bioontology.org/ontology/UATC/J01DD04>')","['PharmacologicSubstance', 'Ceftriaxone']",<http://purl.bioontology.org/ontology/UATC/J01DD04>,PharmacologicSubstance Ceftriaxone
656,"(['PharmacologicSubstance', 'Antimycotics for Systemic Use'], '<http://purl.bioontology.org/ontology/UATC/J02>')","['PharmacologicSubstance', 'Antimycotics for Systemic Use']",<http://purl.bioontology.org/ontology/UATC/J02>,PharmacologicSubstance Antimycotics for Systemic Use
657,"(['PharmacologicSubstance', 'Antimycobacterials'], '<http://purl.bioontology.org/ontology/UATC/J04>')","['PharmacologicSubstance', 'Antimycobacterials']",<http://purl.bioontology.org/ontology/UATC/J04>,PharmacologicSubstance Antimycobacterials
658,"(['PharmacologicSubstance', 'Rifampicin'], '<http://purl.bioontology.org/ontology/UATC/J04AB02>')","['PharmacologicSubstance', 'Rifampicin']",<http://purl.bioontology.org/ontology/UATC/J04AB02>,PharmacologicSubstance Rifampicin
659,"(['PharmacologicSubstance', 'Antivirals for Systemic Use'], '<http://purl.bioontology.org/ontology/UATC/J05>')","['PharmacologicSubstance', 'Antivirals for Systemic Use']",<http://purl.bioontology.org/ontology/UATC/J05>,PharmacologicSubstance Antivirals for Systemic Use
660,"(['PharmacologicSubstance', 'Aciclovir'], '<http://purl.bioontology.org/ontology/UATC/J05AB01>')","['PharmacologicSubstance', 'Aciclovir']",<http://purl.bioontology.org/ontology/UATC/J05AB01>,PharmacologicSubstance Aciclovir
661,"(['PharmacologicSubstance', 'Valaciclovir'], '<http://purl.bioontology.org/ontology/UATC/J05AB11>')","['PharmacologicSubstance', 'Valaciclovir']",<http://purl.bioontology.org/ontology/UATC/J05AB11>,PharmacologicSubstance Valaciclovir
662,"(['PharmacologicSubstance', 'Immune Sera and Immunoglobulins'], '<http://purl.bioontology.org/ontology/UATC/J06>')","['PharmacologicSubstance', 'Immune Sera and Immunoglobulins']",<http://purl.bioontology.org/ontology/UATC/J06>,PharmacologicSubstance Immune Sera and Immunoglobulins
663,"(['PharmacologicSubstance', 'Immunoglobulins, Normal Human, for Intravascular Adm.'], '<http://purl.bioontology.org/ontology/UATC/J06BA02>')","['PharmacologicSubstance', 'Immunoglobulins, Normal Human, for Intravascular Adm.']",<http://purl.bioontology.org/ontology/UATC/J06BA02>,"PharmacologicSubstance Immunoglobulins, Normal Human, for Intravascular Adm."
664,"(['PharmacologicSubstance', 'Tetanus Immunoglobulin'], '<http://purl.bioontology.org/ontology/UATC/J06BB02>')","['PharmacologicSubstance', 'Tetanus Immunoglobulin']",<http://purl.bioontology.org/ontology/UATC/J06BB02>,PharmacologicSubstance Tetanus Immunoglobulin
665,"(['PharmacologicSubstance', 'Vaccines'], '<http://purl.bioontology.org/ontology/UATC/J07>')","['PharmacologicSubstance', 'Vaccines']",<http://purl.bioontology.org/ontology/UATC/J07>,PharmacologicSubstance Vaccines
666,"(['PharmacologicSubstance', 'Diphtheria Vaccines'], '<http://purl.bioontology.org/ontology/UATC/J07AF>')","['PharmacologicSubstance', 'Diphtheria Vaccines']",<http://purl.bioontology.org/ontology/UATC/J07AF>,PharmacologicSubstance Diphtheria Vaccines
667,"(['PharmacologicSubstance', 'Hepatitis B, Purified Antigen'], '<http://purl.bioontology.org/ontology/UATC/J07BC01>')","['PharmacologicSubstance', 'Hepatitis B, Purified Antigen']",<http://purl.bioontology.org/ontology/UATC/J07BC01>,"PharmacologicSubstance Hepatitis B, Purified Antigen"
668,"(['PharmacologicSubstance', 'Poliomyelitis, Trivalent, Inactivated, Whole Virus'], '<http://purl.bioontology.org/ontology/UATC/J07BF03>')","['PharmacologicSubstance', 'Poliomyelitis, Trivalent, Inactivated, Whole Virus']",<http://purl.bioontology.org/ontology/UATC/J07BF03>,"PharmacologicSubstance Poliomyelitis, Trivalent, Inactivated, Whole Virus"
669,"(['PharmacologicSubstance', 'Other Vaccines'], '<http://purl.bioontology.org/ontology/UATC/J07BX>')","['PharmacologicSubstance', 'Other Vaccines']",<http://purl.bioontology.org/ontology/UATC/J07BX>,PharmacologicSubstance Other Vaccines
670,"(['PharmacologicSubstance', 'Antineoplastic and Immunomodulating Agents'], '<http://purl.bioontology.org/ontology/UATC/L>')","['PharmacologicSubstance', 'Antineoplastic and Immunomodulating Agents']",<http://purl.bioontology.org/ontology/UATC/L>,PharmacologicSubstance Antineoplastic and Immunomodulating Agents
671,"(['PharmacologicSubstance', 'Antineoplastic Agents'], '<http://purl.bioontology.org/ontology/UATC/L01>')","['PharmacologicSubstance', 'Antineoplastic Agents']",<http://purl.bioontology.org/ontology/UATC/L01>,PharmacologicSubstance Antineoplastic Agents
672,"(['PharmacologicSubstance', 'Cyclophosphamide'], '<http://purl.bioontology.org/ontology/UATC/L01AA01>')","['PharmacologicSubstance', 'Cyclophosphamide']",<http://purl.bioontology.org/ontology/UATC/L01AA01>,PharmacologicSubstance Cyclophosphamide
673,"(['PharmacologicSubstance', 'Methotrexate'], '<http://purl.bioontology.org/ontology/UATC/L01BA01>')","['PharmacologicSubstance', 'Methotrexate']",<http://purl.bioontology.org/ontology/UATC/L01BA01>,PharmacologicSubstance Methotrexate
674,"(['PharmacologicSubstance', 'Cladribine'], '<http://purl.bioontology.org/ontology/UATC/L01BB04>')","['PharmacologicSubstance', 'Cladribine']",<http://purl.bioontology.org/ontology/UATC/L01BB04>,PharmacologicSubstance Cladribine
675,"(['PharmacologicSubstance', 'Mitoxantrone'], '<http://purl.bioontology.org/ontology/UATC/L01DB07>')","['PharmacologicSubstance', 'Mitoxantrone']",<http://purl.bioontology.org/ontology/UATC/L01DB07>,PharmacologicSubstance Mitoxantrone
676,"(['PharmacologicSubstance', 'Alectinib'], '<http://purl.bioontology.org/ontology/UATC/L01ED03>')","['PharmacologicSubstance', 'Alectinib']",<http://purl.bioontology.org/ontology/UATC/L01ED03>,PharmacologicSubstance Alectinib
677,"(['PharmacologicSubstance', 'Rituximab'], '<http://purl.bioontology.org/ontology/UATC/L01XC02>')","['PharmacologicSubstance', 'Rituximab']",<http://purl.bioontology.org/ontology/UATC/L01XC02>,PharmacologicSubstance Rituximab
678,"(['PharmacologicSubstance', 'Trastuzumab'], '<http://purl.bioontology.org/ontology/UATC/L01XC03>')","['PharmacologicSubstance', 'Trastuzumab']",<http://purl.bioontology.org/ontology/UATC/L01XC03>,PharmacologicSubstance Trastuzumab
679,"(['PharmacologicSubstance', 'Endocrine Therapy'], '<http://purl.bioontology.org/ontology/UATC/L02>')","['PharmacologicSubstance', 'Endocrine Therapy']",<http://purl.bioontology.org/ontology/UATC/L02>,PharmacologicSubstance Endocrine Therapy
680,"(['PharmacologicSubstance', 'Tamoxifen'], '<http://purl.bioontology.org/ontology/UATC/L02BA01>')","['PharmacologicSubstance', 'Tamoxifen']",<http://purl.bioontology.org/ontology/UATC/L02BA01>,PharmacologicSubstance Tamoxifen
681,"(['PharmacologicSubstance', 'Immunostimulants'], '<http://purl.bioontology.org/ontology/UATC/L03>')","['PharmacologicSubstance', 'Immunostimulants']",<http://purl.bioontology.org/ontology/UATC/L03>,PharmacologicSubstance Immunostimulants
682,"(['PharmacologicSubstance', 'Interferon Beta Natural'], '<http://purl.bioontology.org/ontology/UATC/L03AB02>')","['PharmacologicSubstance', 'Interferon Beta Natural']",<http://purl.bioontology.org/ontology/UATC/L03AB02>,PharmacologicSubstance Interferon Beta Natural
683,"(['PharmacologicSubstance', 'Interferon Beta-1a'], '<http://purl.bioontology.org/ontology/UATC/L03AB07>')","['PharmacologicSubstance', 'Interferon Beta-1a']",<http://purl.bioontology.org/ontology/UATC/L03AB07>,PharmacologicSubstance Interferon Beta-1a
684,"(['PharmacologicSubstance', 'Interferon Beta-1b'], '<http://purl.bioontology.org/ontology/UATC/L03AB08>')","['PharmacologicSubstance', 'Interferon Beta-1b']",<http://purl.bioontology.org/ontology/UATC/L03AB08>,PharmacologicSubstance Interferon Beta-1b
685,"(['PharmacologicSubstance', 'Peginterferon Alfa-2b'], '<http://purl.bioontology.org/ontology/UATC/L03AB10>')","['PharmacologicSubstance', 'Peginterferon Alfa-2b']",<http://purl.bioontology.org/ontology/UATC/L03AB10>,PharmacologicSubstance Peginterferon Alfa-2b
686,"(['PharmacologicSubstance', 'Peginterferon Beta-1a'], '<http://purl.bioontology.org/ontology/UATC/L03AB13>')","['PharmacologicSubstance', 'Peginterferon Beta-1a']",<http://purl.bioontology.org/ontology/UATC/L03AB13>,PharmacologicSubstance Peginterferon Beta-1a
687,"(['PharmacologicSubstance', 'BCG Vaccine'], '<http://purl.bioontology.org/ontology/UATC/L03AX03>')","['PharmacologicSubstance', 'BCG Vaccine']",<http://purl.bioontology.org/ontology/UATC/L03AX03>,PharmacologicSubstance BCG Vaccine
688,"(['PharmacologicSubstance', 'Glatiramer Acetate'], '<http://purl.bioontology.org/ontology/UATC/L03AX13>')","['PharmacologicSubstance', 'Glatiramer Acetate']",<http://purl.bioontology.org/ontology/UATC/L03AX13>,PharmacologicSubstance Glatiramer Acetate
689,"(['PharmacologicSubstance', 'Immunosuppressants'], '<http://purl.bioontology.org/ontology/UATC/L04>')","['PharmacologicSubstance', 'Immunosuppressants']",<http://purl.bioontology.org/ontology/UATC/L04>,PharmacologicSubstance Immunosuppressants
690,"(['PharmacologicSubstance', 'Natalizumab'], '<http://purl.bioontology.org/ontology/UATC/L04AA23>')","['PharmacologicSubstance', 'Natalizumab']",<http://purl.bioontology.org/ontology/UATC/L04AA23>,PharmacologicSubstance Natalizumab
691,"(['PharmacologicSubstance', 'Fingolimod'], '<http://purl.bioontology.org/ontology/UATC/L04AA27>')","['PharmacologicSubstance', 'Fingolimod']",<http://purl.bioontology.org/ontology/UATC/L04AA27>,PharmacologicSubstance Fingolimod
692,"(['PharmacologicSubstance', 'Teriflunomide'], '<http://purl.bioontology.org/ontology/UATC/L04AA31>')","['PharmacologicSubstance', 'Teriflunomide']",<http://purl.bioontology.org/ontology/UATC/L04AA31>,PharmacologicSubstance Teriflunomide
693,"(['PharmacologicSubstance', 'Alemtuzumab'], '<http://purl.bioontology.org/ontology/UATC/L04AA34>')","['PharmacologicSubstance', 'Alemtuzumab']",<http://purl.bioontology.org/ontology/UATC/L04AA34>,PharmacologicSubstance Alemtuzumab
694,"(['PharmacologicSubstance', 'Ocrelizumab'], '<http://purl.bioontology.org/ontology/UATC/L04AA36>')","['PharmacologicSubstance', 'Ocrelizumab']",<http://purl.bioontology.org/ontology/UATC/L04AA36>,PharmacologicSubstance Ocrelizumab
695,"(['PharmacologicSubstance', 'Cladribine'], '<http://purl.bioontology.org/ontology/UATC/L04AA40>')","['PharmacologicSubstance', 'Cladribine']",<http://purl.bioontology.org/ontology/UATC/L04AA40>,PharmacologicSubstance Cladribine
696,"(['PharmacologicSubstance', 'Siponimod'], '<http://purl.bioontology.org/ontology/UATC/L04AA42>')","['PharmacologicSubstance', 'Siponimod']",<http://purl.bioontology.org/ontology/UATC/L04AA42>,PharmacologicSubstance Siponimod
697,"(['PharmacologicSubstance', 'Daclizumab'], '<http://purl.bioontology.org/ontology/UATC/L04AC01>')","['PharmacologicSubstance', 'Daclizumab']",<http://purl.bioontology.org/ontology/UATC/L04AC01>,PharmacologicSubstance Daclizumab
698,"(['PharmacologicSubstance', 'Ustekinumab'], '<http://purl.bioontology.org/ontology/UATC/L04AC05>')","['PharmacologicSubstance', 'Ustekinumab']",<http://purl.bioontology.org/ontology/UATC/L04AC05>,PharmacologicSubstance Ustekinumab
699,"(['PharmacologicSubstance', 'Tocilizumab'], '<http://purl.bioontology.org/ontology/UATC/L04AC07>')","['PharmacologicSubstance', 'Tocilizumab']",<http://purl.bioontology.org/ontology/UATC/L04AC07>,PharmacologicSubstance Tocilizumab
700,"(['PharmacologicSubstance', 'Secukinumab'], '<http://purl.bioontology.org/ontology/UATC/L04AC10>')","['PharmacologicSubstance', 'Secukinumab']",<http://purl.bioontology.org/ontology/UATC/L04AC10>,PharmacologicSubstance Secukinumab
701,"(['PharmacologicSubstance', 'Azathioprine'], '<http://purl.bioontology.org/ontology/UATC/L04AX01>')","['PharmacologicSubstance', 'Azathioprine']",<http://purl.bioontology.org/ontology/UATC/L04AX01>,PharmacologicSubstance Azathioprine
702,"(['PharmacologicSubstance', 'Methotrexate'], '<http://purl.bioontology.org/ontology/UATC/L04AX03>')","['PharmacologicSubstance', 'Methotrexate']",<http://purl.bioontology.org/ontology/UATC/L04AX03>,PharmacologicSubstance Methotrexate
703,"(['PharmacologicSubstance', 'Dimethyl Fumarate'], '<http://purl.bioontology.org/ontology/UATC/L04AX07>')","['PharmacologicSubstance', 'Dimethyl Fumarate']",<http://purl.bioontology.org/ontology/UATC/L04AX07>,PharmacologicSubstance Dimethyl Fumarate
704,"(['PharmacologicSubstance', 'Musculo-Skeletal System'], '<http://purl.bioontology.org/ontology/UATC/M>')","['PharmacologicSubstance', 'Musculo-Skeletal System']",<http://purl.bioontology.org/ontology/UATC/M>,PharmacologicSubstance Musculo-Skeletal System
705,"(['PharmacologicSubstance', 'Antiinflammatory and Antirheumatic Products'], '<http://purl.bioontology.org/ontology/UATC/M01>')","['PharmacologicSubstance', 'Antiinflammatory and Antirheumatic Products']",<http://purl.bioontology.org/ontology/UATC/M01>,PharmacologicSubstance Antiinflammatory and Antirheumatic Products
706,"(['PharmacologicSubstance', 'Indometacin'], '<http://purl.bioontology.org/ontology/UATC/M01AB01>')","['PharmacologicSubstance', 'Indometacin']",<http://purl.bioontology.org/ontology/UATC/M01AB01>,PharmacologicSubstance Indometacin
707,"(['PharmacologicSubstance', 'Ketorolac'], '<http://purl.bioontology.org/ontology/UATC/M01AB15>')","['PharmacologicSubstance', 'Ketorolac']",<http://purl.bioontology.org/ontology/UATC/M01AB15>,PharmacologicSubstance Ketorolac
708,"(['PharmacologicSubstance', 'Ibuprofen'], '<http://purl.bioontology.org/ontology/UATC/M01AE01>')","['PharmacologicSubstance', 'Ibuprofen']",<http://purl.bioontology.org/ontology/UATC/M01AE01>,PharmacologicSubstance Ibuprofen
709,"(['PharmacologicSubstance', 'Etoricoxib'], '<http://purl.bioontology.org/ontology/UATC/M01AH05>')","['PharmacologicSubstance', 'Etoricoxib']",<http://purl.bioontology.org/ontology/UATC/M01AH05>,PharmacologicSubstance Etoricoxib
710,"(['PharmacologicSubstance', 'Topical Products for Joint and Muscular Pain'], '<http://purl.bioontology.org/ontology/UATC/M02>')","['PharmacologicSubstance', 'Topical Products for Joint and Muscular Pain']",<http://purl.bioontology.org/ontology/UATC/M02>,PharmacologicSubstance Topical Products for Joint and Muscular Pain
711,"(['PharmacologicSubstance', 'Muscle Relaxants'], '<http://purl.bioontology.org/ontology/UATC/M03>')","['PharmacologicSubstance', 'Muscle Relaxants']",<http://purl.bioontology.org/ontology/UATC/M03>,PharmacologicSubstance Muscle Relaxants
712,"(['PharmacologicSubstance', 'Botulinum Toxin'], '<http://purl.bioontology.org/ontology/UATC/M03AX01>')","['PharmacologicSubstance', 'Botulinum Toxin']",<http://purl.bioontology.org/ontology/UATC/M03AX01>,PharmacologicSubstance Botulinum Toxin
713,"(['PharmacologicSubstance', 'Baclofen'], '<http://purl.bioontology.org/ontology/UATC/M03BX01>')","['PharmacologicSubstance', 'Baclofen']",<http://purl.bioontology.org/ontology/UATC/M03BX01>,PharmacologicSubstance Baclofen
714,"(['PharmacologicSubstance', 'Tizanidine'], '<http://purl.bioontology.org/ontology/UATC/M03BX02>')","['PharmacologicSubstance', 'Tizanidine']",<http://purl.bioontology.org/ontology/UATC/M03BX02>,PharmacologicSubstance Tizanidine
715,"(['PharmacologicSubstance', 'Dantrolene'], '<http://purl.bioontology.org/ontology/UATC/M03CA01>')","['PharmacologicSubstance', 'Dantrolene']",<http://purl.bioontology.org/ontology/UATC/M03CA01>,PharmacologicSubstance Dantrolene
716,"(['PharmacologicSubstance', 'Antigout Preparations'], '<http://purl.bioontology.org/ontology/UATC/M04>')","['PharmacologicSubstance', 'Antigout Preparations']",<http://purl.bioontology.org/ontology/UATC/M04>,PharmacologicSubstance Antigout Preparations
717,"(['PharmacologicSubstance', 'Drugs for Treatment of Bone Diseases'], '<http://purl.bioontology.org/ontology/UATC/M05>')","['PharmacologicSubstance', 'Drugs for Treatment of Bone Diseases']",<http://purl.bioontology.org/ontology/UATC/M05>,PharmacologicSubstance Drugs for Treatment of Bone Diseases
718,"(['PharmacologicSubstance', 'Denosumab'], '<http://purl.bioontology.org/ontology/UATC/M05BX04>')","['PharmacologicSubstance', 'Denosumab']",<http://purl.bioontology.org/ontology/UATC/M05BX04>,PharmacologicSubstance Denosumab
719,"(['PharmacologicSubstance', 'Other Drugs for Disorders of the Musculo-Skeletal System'], '<http://purl.bioontology.org/ontology/UATC/M09>')","['PharmacologicSubstance', 'Other Drugs for Disorders of the Musculo-Skeletal System']",<http://purl.bioontology.org/ontology/UATC/M09>,PharmacologicSubstance Other Drugs for Disorders of the Musculo-Skeletal System
720,"(['PharmacologicSubstance', 'Nervous System'], '<http://purl.bioontology.org/ontology/UATC/N>')","['PharmacologicSubstance', 'Nervous System']",<http://purl.bioontology.org/ontology/UATC/N>,PharmacologicSubstance Nervous System
721,"(['PharmacologicSubstance', 'Anesthetics'], '<http://purl.bioontology.org/ontology/UATC/N01>')","['PharmacologicSubstance', 'Anesthetics']",<http://purl.bioontology.org/ontology/UATC/N01>,PharmacologicSubstance Anesthetics
722,"(['PharmacologicSubstance', 'Analgesics'], '<http://purl.bioontology.org/ontology/UATC/N02>')","['PharmacologicSubstance', 'Analgesics']",<http://purl.bioontology.org/ontology/UATC/N02>,PharmacologicSubstance Analgesics
723,"(['PharmacologicSubstance', 'Codeine, Combinations excl. Psycholeptics'], '<http://purl.bioontology.org/ontology/UATC/N02AA59>')","['PharmacologicSubstance', 'Codeine, Combinations excl. Psycholeptics']",<http://purl.bioontology.org/ontology/UATC/N02AA59>,"PharmacologicSubstance Codeine, Combinations excl. Psycholeptics"
724,"(['PharmacologicSubstance', 'Acetylsalicylic Acid, Combinations excl. Psycholeptics'], '<http://purl.bioontology.org/ontology/UATC/N02BA51>')","['PharmacologicSubstance', 'Acetylsalicylic Acid, Combinations excl. Psycholeptics']",<http://purl.bioontology.org/ontology/UATC/N02BA51>,"PharmacologicSubstance Acetylsalicylic Acid, Combinations excl. Psycholeptics"
725,"(['PharmacologicSubstance', 'Paracetamol'], '<http://purl.bioontology.org/ontology/UATC/N02BE01>')","['PharmacologicSubstance', 'Paracetamol']",<http://purl.bioontology.org/ontology/UATC/N02BE01>,PharmacologicSubstance Paracetamol
726,"(['PharmacologicSubstance', 'Cannabinoids'], '<http://purl.bioontology.org/ontology/UATC/N02BG10>')","['PharmacologicSubstance', 'Cannabinoids']",<http://purl.bioontology.org/ontology/UATC/N02BG10>,PharmacologicSubstance Cannabinoids
727,"(['PharmacologicSubstance', 'Zolmitriptan'], '<http://purl.bioontology.org/ontology/UATC/N02CC03>')","['PharmacologicSubstance', 'Zolmitriptan']",<http://purl.bioontology.org/ontology/UATC/N02CC03>,PharmacologicSubstance Zolmitriptan
728,"(['PharmacologicSubstance', 'Antiepileptics'], '<http://purl.bioontology.org/ontology/UATC/N03>')","['PharmacologicSubstance', 'Antiepileptics']",<http://purl.bioontology.org/ontology/UATC/N03>,PharmacologicSubstance Antiepileptics
729,"(['PharmacologicSubstance', 'Phenobarbital'], '<http://purl.bioontology.org/ontology/UATC/N03AA02>')","['PharmacologicSubstance', 'Phenobarbital']",<http://purl.bioontology.org/ontology/UATC/N03AA02>,PharmacologicSubstance Phenobarbital
730,"(['PharmacologicSubstance', 'Barbexaclone'], '<http://purl.bioontology.org/ontology/UATC/N03AA04>')","['PharmacologicSubstance', 'Barbexaclone']",<http://purl.bioontology.org/ontology/UATC/N03AA04>,PharmacologicSubstance Barbexaclone
731,"(['PharmacologicSubstance', 'Phenytoin'], '<http://purl.bioontology.org/ontology/UATC/N03AB02>')","['PharmacologicSubstance', 'Phenytoin']",<http://purl.bioontology.org/ontology/UATC/N03AB02>,PharmacologicSubstance Phenytoin
732,"(['PharmacologicSubstance', 'Clonazepam'], '<http://purl.bioontology.org/ontology/UATC/N03AE01>')","['PharmacologicSubstance', 'Clonazepam']",<http://purl.bioontology.org/ontology/UATC/N03AE01>,PharmacologicSubstance Clonazepam
733,"(['PharmacologicSubstance', 'Carbamazepine'], '<http://purl.bioontology.org/ontology/UATC/N03AF01>')","['PharmacologicSubstance', 'Carbamazepine']",<http://purl.bioontology.org/ontology/UATC/N03AF01>,PharmacologicSubstance Carbamazepine
734,"(['PharmacologicSubstance', 'Oxcarbazepine'], '<http://purl.bioontology.org/ontology/UATC/N03AF02>')","['PharmacologicSubstance', 'Oxcarbazepine']",<http://purl.bioontology.org/ontology/UATC/N03AF02>,PharmacologicSubstance Oxcarbazepine
735,"(['PharmacologicSubstance', 'Valproic Acid'], '<http://purl.bioontology.org/ontology/UATC/N03AG01>')","['PharmacologicSubstance', 'Valproic Acid']",<http://purl.bioontology.org/ontology/UATC/N03AG01>,PharmacologicSubstance Valproic Acid
736,"(['PharmacologicSubstance', 'Vigabatrin'], '<http://purl.bioontology.org/ontology/UATC/N03AG04>')","['PharmacologicSubstance', 'Vigabatrin']",<http://purl.bioontology.org/ontology/UATC/N03AG04>,PharmacologicSubstance Vigabatrin
737,"(['PharmacologicSubstance', 'Lamotrigine'], '<http://purl.bioontology.org/ontology/UATC/N03AX09>')","['PharmacologicSubstance', 'Lamotrigine']",<http://purl.bioontology.org/ontology/UATC/N03AX09>,PharmacologicSubstance Lamotrigine
738,"(['PharmacologicSubstance', 'Topiramate'], '<http://purl.bioontology.org/ontology/UATC/N03AX11>')","['PharmacologicSubstance', 'Topiramate']",<http://purl.bioontology.org/ontology/UATC/N03AX11>,PharmacologicSubstance Topiramate
739,"(['PharmacologicSubstance', 'Gabapentin'], '<http://purl.bioontology.org/ontology/UATC/N03AX12>')","['PharmacologicSubstance', 'Gabapentin']",<http://purl.bioontology.org/ontology/UATC/N03AX12>,PharmacologicSubstance Gabapentin
740,"(['PharmacologicSubstance', 'Levetiracetam'], '<http://purl.bioontology.org/ontology/UATC/N03AX14>')","['PharmacologicSubstance', 'Levetiracetam']",<http://purl.bioontology.org/ontology/UATC/N03AX14>,PharmacologicSubstance Levetiracetam
741,"(['PharmacologicSubstance', 'Pregabalin'], '<http://purl.bioontology.org/ontology/UATC/N03AX16>')","['PharmacologicSubstance', 'Pregabalin']",<http://purl.bioontology.org/ontology/UATC/N03AX16>,PharmacologicSubstance Pregabalin
742,"(['PharmacologicSubstance', 'Anti-Parkinson Drugs'], '<http://purl.bioontology.org/ontology/UATC/N04>')","['PharmacologicSubstance', 'Anti-Parkinson Drugs']",<http://purl.bioontology.org/ontology/UATC/N04>,PharmacologicSubstance Anti-Parkinson Drugs
743,"(['PharmacologicSubstance', 'Levodopa and Decarboxylase Inhibitor'], '<http://purl.bioontology.org/ontology/UATC/N04BA02>')","['PharmacologicSubstance', 'Levodopa and Decarboxylase Inhibitor']",<http://purl.bioontology.org/ontology/UATC/N04BA02>,PharmacologicSubstance Levodopa and Decarboxylase Inhibitor
744,"(['PharmacologicSubstance', 'Amantadine'], '<http://purl.bioontology.org/ontology/UATC/N04BB01>')","['PharmacologicSubstance', 'Amantadine']",<http://purl.bioontology.org/ontology/UATC/N04BB01>,PharmacologicSubstance Amantadine
745,"(['PharmacologicSubstance', 'Ropinirole'], '<http://purl.bioontology.org/ontology/UATC/N04BC04>')","['PharmacologicSubstance', 'Ropinirole']",<http://purl.bioontology.org/ontology/UATC/N04BC04>,PharmacologicSubstance Ropinirole
746,"(['PharmacologicSubstance', 'Pramipexole'], '<http://purl.bioontology.org/ontology/UATC/N04BC05>')","['PharmacologicSubstance', 'Pramipexole']",<http://purl.bioontology.org/ontology/UATC/N04BC05>,PharmacologicSubstance Pramipexole
747,"(['PharmacologicSubstance', 'Cabergoline'], '<http://purl.bioontology.org/ontology/UATC/N04BC06>')","['PharmacologicSubstance', 'Cabergoline']",<http://purl.bioontology.org/ontology/UATC/N04BC06>,PharmacologicSubstance Cabergoline
748,"(['PharmacologicSubstance', 'Psycholeptics'], '<http://purl.bioontology.org/ontology/UATC/N05>')","['PharmacologicSubstance', 'Psycholeptics']",<http://purl.bioontology.org/ontology/UATC/N05>,PharmacologicSubstance Psycholeptics
749,"(['PharmacologicSubstance', 'Zuclopenthixol'], '<http://purl.bioontology.org/ontology/UATC/N05AF05>')","['PharmacologicSubstance', 'Zuclopenthixol']",<http://purl.bioontology.org/ontology/UATC/N05AF05>,PharmacologicSubstance Zuclopenthixol
750,"(['PharmacologicSubstance', 'Olanzapine'], '<http://purl.bioontology.org/ontology/UATC/N05AH03>')","['PharmacologicSubstance', 'Olanzapine']",<http://purl.bioontology.org/ontology/UATC/N05AH03>,PharmacologicSubstance Olanzapine
751,"(['PharmacologicSubstance', 'Quetiapine'], '<http://purl.bioontology.org/ontology/UATC/N05AH04>')","['PharmacologicSubstance', 'Quetiapine']",<http://purl.bioontology.org/ontology/UATC/N05AH04>,PharmacologicSubstance Quetiapine
752,"(['PharmacologicSubstance', 'Paliperidone'], '<http://purl.bioontology.org/ontology/UATC/N05AX13>')","['PharmacologicSubstance', 'Paliperidone']",<http://purl.bioontology.org/ontology/UATC/N05AX13>,PharmacologicSubstance Paliperidone
